,time,y_true,y_pred
0,2011-05-11 07:19:47,4.0,0.64116824
1,2011-05-11 07:20:08,4.0,0.6345395
2,2011-05-11 07:20:17,4.0,0.6269146
3,2011-05-11 07:20:20,4.0,0.6328412
4,2011-05-11 07:20:24,4.0,0.63444436
5,2011-05-11 07:20:27,4.0,0.62641084
6,2011-05-11 07:20:31,4.0,0.6323048
7,2011-05-11 07:20:34,4.0,0.6319128
8,2011-05-11 07:20:38,4.0,0.64545715
9,2011-05-11 07:20:41,4.0,0.6439911
10,2011-05-11 07:20:45,4.0,0.6402143
11,2011-05-11 07:20:48,4.0,0.642506
12,2011-05-11 07:20:51,4.0,0.65625036
13,2011-05-11 07:20:55,4.0,0.6292237
14,2011-05-11 07:20:58,4.0,0.62569416
15,2011-05-11 07:21:02,4.0,0.63184416
16,2011-05-11 07:21:05,4.0,0.62946165
17,2011-05-11 07:21:09,4.0,0.6349906
18,2011-05-11 07:21:18,4.0,0.63474643
19,2011-05-11 07:21:21,4.0,0.63493717
20,2011-05-11 07:21:24,4.0,0.6325556
21,2011-05-11 07:21:28,4.0,0.6308681
22,2011-05-11 07:21:31,4.0,0.6462892
23,2011-05-11 07:21:35,4.0,0.6449045
24,2011-05-11 07:21:38,4.0,0.645589
25,2011-05-11 07:21:42,4.0,0.64914477
26,2011-05-11 07:21:45,4.0,0.6527325
27,2011-05-11 07:21:49,4.0,0.6438743
28,2011-05-11 07:21:52,4.0,0.6447028
29,2011-05-11 07:21:56,4.0,0.6522492
30,2011-05-11 07:21:59,4.0,0.6497859
31,2011-05-11 07:22:02,4.0,0.6434771
32,2011-05-11 07:22:06,4.0,0.65314686
33,2011-05-11 07:22:09,4.0,0.6333295
34,2011-05-11 07:22:18,4.0,0.63148344
35,2011-05-11 07:22:22,4.0,0.63884366
36,2011-05-11 07:22:25,4.0,0.62803423
37,2011-05-11 07:22:28,4.0,0.6323906
38,2011-05-11 07:22:32,4.0,0.631446
39,2011-05-11 07:22:35,4.0,0.6328372
40,2011-05-11 07:22:39,4.0,0.63510764
